division_number,title_number,title_header,text_chunk
,,,"Great Dismal Swamp National Heritage Area Act, This act directs the Department of the Interior to assess the suitability and feasibility of designating a study area comprised of cities and counties in Virginia and counties in North Carolina as a National Heritage Area to be known as the Great Dismal Swamp National Heritage Area., The study shall include analysis, documentation, and determinations on whether the study area (1) has an assemblage of natural, historic, and cultural resources that represent distinctive aspects of the people and culture of the United States; and (2) are worthy of recognition, conservation, interpretation, and continuing use."
