division_number,title_number,title_header,text_chunk
,,,"COVID-19 Origin Act of 2023, This bill requires the Office of the Director of National Intelligence (ODNI) to declassify all information relating to potential links between the Wuhan Institute of Virology and the origin of COVID-19. The ODNI must submit to Congress an unclassified report with all such information with redactions only as necessary to protect sources and methods."
