division_number,title_number,title_header,text_chunk
,,,"Providing Accountability Through Transparency Act of 202 3, This act requires the notice of a proposed rule by a federal agency to include the internet address of a summary of the rule. The summary must be 100 words or fewer, written in plain language, and posted on regulations.gov."
