division_number,title_number,title_header,text_chunk
,,,"Low Power Protection Act, This act provides for a one-year period during which eligible low-power television stations may apply to the Federal Communications Commission (FCC) for Class A licenses. To be eligible, a station must serve a media market with a limited number of television households, broadcast a minimum number of hours, and meet other requirements., A low-power station with a Class A license obtains certain broadcast rights, including primary status with respect to its allocation of the electromagnetic spectrum. (Typically, low-power stations have secondary status and may be displaced from their spectrum in the event the FCC reallocates it to a primary user.)"
